age,workclass,fnlwgt,occupation,relationship,education,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
36, State-gov,180752, Protective-serv, Unmarried, Bachelors,13, Never-married, Black, Female,0,0,40, United-States, <=50K
44, Private,152150, Exec-managerial, Not-in-family, Assoc-acdm,12, Separated, White, Male,0,0,40, United-States, <=50K
38, Federal-gov,303817, Exec-managerial, Not-in-family, Some-college,10, Divorced, Black, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc,103277, Adm-clerical, Wife, 12th,8, Married-civ-spouse, White, Female,4508,0,30, Portugal, <=50K
42, Private,201466, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
81, Self-emp-not-inc,123959, Prof-specialty, Not-in-family, Bachelors,13, Widowed, White, Female,0,1668,3, Hungary, <=50K
56, Private,435022, Other-service, Not-in-family, Some-college,10, Divorced, White, Female,0,0,50, United-States, <=50K
56, Private,199713, Craft-repair, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
30, Private,81282, Other-service, Unmarried, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
22, Private,450920, Adm-clerical, Not-in-family, Assoc-acdm,12, Never-married, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-inc,186934, Sales, Not-in-family, Bachelors,13, Married-spouse-absent, White, Male,0,0,40, United-States, <=50K
62, ?,181014, ?, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
44, Private,84535, Sales, Unmarried, Some-college,10, Divorced, White, Female,0,0,48, United-States, <=50K
42, State-gov,304302, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, State-gov,208049, Tech-support, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
43, ?,152569, ?, Not-in-family, Assoc-voc,11, Widowed, White, Female,0,2339,36, United-States, <=50K
25, Private,483822, Other-service, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, El-Salvador, <=50K
39, Local-gov,132879, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,1887,40, United-States, >50K
19, Private,129151, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
38, Local-gov,123983, Exec-managerial, Unmarried, Bachelors,13, Never-married, Asian-Pac-Islander, Male,0,1741,40, Vietnam, <=50K
55, Federal-gov,264834, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
61, Private,146788, Transport-moving, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc,27242, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,84, United-States, <=50K
62, Private,197514, Sales, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,16, United-States, <=50K
25, Private,109009, Craft-repair, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
48, Private,300168, Adm-clerical, Own-child, 12th,8, Separated, Black, Female,0,0,40, United-States, <=50K
48, Private,101299, Prof-specialty, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
41, Local-gov,90692, Prof-specialty, Unmarried, HS-grad,9, Divorced, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private,52242, Sales, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
49, Private,128736, Prof-specialty, Unmarried, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
43, Private,186144, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
41, Private,152629, Tech-support, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
30, Private,229772, Craft-repair, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
44, Private,83237, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,55, United-States, >50K
57, Local-gov,199546, Other-service, Unmarried, Masters,14, Divorced, Black, Female,0,0,40, United-States, <=50K
47, Private,265275, Other-service, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
66, Private,271567, Machine-op-inspct, Not-in-family, HS-grad,9, Separated, Black, Male,0,0,40, United-States, <=50K
46, Private,185291, Handlers-cleaners, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
36, Self-emp-not-inc,36425, Sales, Unmarried, Some-college,10, Divorced, White, Female,0,0,35, United-States, <=50K
17, Private,225211, Other-service, Own-child, 9th,5, Never-married, Black, Male,0,0,35, United-States, <=50K
56, Private,37394, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
24, Private,98287, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
25, Private,228608, Craft-repair, Other-relative, Some-college,10, Never-married, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
45, Private,199590, Machine-op-inspct, Husband, 5th-6th,3, Married-civ-spouse, White, Male,0,0,40, ?, <=50K
58, Private,150560, Adm-clerical, Not-in-family, Bachelors,13, Divorced, White, Female,14084,0,40, United-States, >50K
24, Local-gov,249101, Protective-serv, Unmarried, HS-grad,9, Divorced, Black, Female,0,0,40, United-States, <=50K
35, ?,257250, ?, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
23, Private,201664, Adm-clerical, Other-relative, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
38, Private,238397, Priv-house-serv, Unmarried, Bachelors,13, Divorced, White, Female,0,0,24, United-States, <=50K
42, Private,175515, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
37, Private,340599, Other-service, Unmarried, 11th,7, Separated, Black, Female,0,0,40, United-States, <=50K
39, Private,53447, Farming-fishing, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
23, Private,102942, Prof-specialty, Own-child, Bachelors,13, Never-married, White, Female,0,2258,40, United-States, >50K
43, Local-gov,413760, Craft-repair, Not-in-family, Some-college,10, Separated, Black, Male,0,0,40, United-States, <=50K
65, ?,195733, ?, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,30, United-States, >50K
30, Private,178587, Adm-clerical, Not-in-family, Assoc-voc,11, Divorced, White, Female,0,0,38, United-States, <=50K
21, Private,189013, Sales, Own-child, Some-college,10, Never-married, White, Female,0,0,35, United-States, <=50K
36, Private,43701, Sales, Not-in-family, Some-college,10, Widowed, White, Female,0,0,20, United-States, <=50K
45, Local-gov,160173, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,7688,0,50, United-States, >50K
39, Private,28572, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,48, United-States, <=50K
52, Private,208302, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,36, United-States, <=50K
30, Private,197058, Prof-specialty, Not-in-family, Assoc-acdm,12, Never-married, White, Female,0,0,40, United-States, <=50K
40, Federal-gov,196456, Adm-clerical, Own-child, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc,36228, Farming-fishing, Husband, Bachelors,13, Married-civ-spouse, White, Male,4386,0,35, United-States, >50K
29, Private,193152, Handlers-cleaners, Not-in-family, HS-grad,9, Never-married, White, Male,0,1408,40, United-States, <=50K
49, Private,66385, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,5013,0,40, United-States, <=50K
36, Private,183425, Handlers-cleaners, Not-in-family, Some-college,10, Divorced, White, Male,0,0,40, United-States, <=50K
29, Private,106153, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc,283635, Prof-specialty, Not-in-family, Prof-school,15, Divorced, White, Female,0,0,35, United-States, <=50K
48, Self-emp-not-inc,296066, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
30, Local-gov,364310, Prof-specialty, Not-in-family, Bachelors,13, Never-married, Black, Female,0,0,40, Germany, <=50K
36, Local-gov,116892, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
22, Private,223019, Adm-clerical, Own-child, HS-grad,9, Never-married, White, Female,0,0,20, United-States, <=50K
29, Private,140830, Other-service, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc,159726, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
45, Federal-gov,358242, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
20, Private,637080, Sales, Not-in-family, Some-college,10, Never-married, White, Male,0,0,25, United-States, <=50K
37, Federal-gov,90881, Exec-managerial, Not-in-family, Some-college,10, Separated, White, Male,8614,0,55, United-States, >50K
40, Private,219591, Craft-repair, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
58, Private,111169, Adm-clerical, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc,98360, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc,203039, Craft-repair, Not-in-family, 9th,5, Separated, White, Male,0,0,40, United-States, <=50K
37, Private,112497, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
31, State-gov,151763, Adm-clerical, Not-in-family, Masters,14, Never-married, White, Male,0,0,25, United-States, <=50K
19, Private,127709, Farming-fishing, Own-child, HS-grad,9, Never-married, Black, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc,83064, Farming-fishing, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
19, Private,284652, Adm-clerical, Own-child, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
29, ?,125159, ?, Not-in-family, Some-college,10, Never-married, Black, Male,0,0,36, ?, <=50K
41, Private,144032, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
46, Local-gov,441542, Transport-moving, Husband, Bachelors,13, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
57, Federal-gov,170066, Tech-support, Not-in-family, Assoc-voc,11, Never-married, White, Male,0,0,40, United-States, <=50K
32, Private,272944, Craft-repair, Not-in-family, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
26, Federal-gov,185885, Adm-clerical, Unmarried, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
43, Private,401623, Tech-support, Husband, Some-college,10, Married-civ-spouse, Black, Male,0,0,40, Jamaica, >50K
59, Private,359292, Machine-op-inspct, Husband, 1st-4th,2, Married-civ-spouse, White, Male,0,0,40, Mexico, <=50K
41, Self-emp-inc,117721, Farming-fishing, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,65, United-States, <=50K
44, Private,121012, Craft-repair, Not-in-family, 9th,5, Divorced, White, Male,0,0,40, United-States, <=50K
64, Private,102103, Priv-house-serv, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,50, United-States, <=50K
39, Private,190728, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
48, Private,273828, Handlers-cleaners, Not-in-family, 5th-6th,3, Never-married, White, Male,0,0,40, Mexico, <=50K
49, Private,114797, Exec-managerial, Unmarried, Bachelors,13, Divorced, Black, Female,0,0,40, United-States, <=50K
40, Private,286750, Machine-op-inspct, Not-in-family, 11th,7, Separated, Black, Male,0,0,36, United-States, <=50K
23, Private,250630, Prof-specialty, Not-in-family, Masters,14, Never-married, White, Female,0,0,30, United-States, <=50K
54, Self-emp-not-inc,33863, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
47, Private,181652, Adm-clerical, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
57, Federal-gov,30030, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
25, Private,194342, Machine-op-inspct, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
53, Federal-gov,181677, Handlers-cleaners, Not-in-family, Some-college,10, Divorced, White, Male,0,0,40, United-States, <=50K
26, Private,252565, Craft-repair, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
26, Private,219815, Adm-clerical, Unmarried, Some-college,10, Married-spouse-absent, White, Female,0,0,40, United-States, <=50K
44, Private,77313, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
42, Private,106698, Other-service, Unmarried, Some-college,10, Divorced, White, Female,0,0,32, United-States, <=50K
58, Private,147653, Adm-clerical, Wife, Some-college,10, Married-civ-spouse, White, Female,0,0,32, United-States, <=50K
67, ?,274451, ?, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
50, Private,358740, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, England, <=50K
26, Private,273792, Other-service, Own-child, Some-college,10, Never-married, White, Male,0,0,20, United-States, <=50K
60, State-gov,313946, Other-service, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc,212165, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
39, Private,337898, Exec-managerial, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,55, United-States, <=50K
49, Private,195612, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,7298,0,40, United-States, >50K
34, Private,269723, Exec-managerial, Unmarried, HS-grad,9, Divorced, White, Female,2977,0,50, United-States, <=50K
31, Private,87535, Machine-op-inspct, Not-in-family, Some-college,10, Never-married, White, Female,0,0,25, United-States, <=50K
32, Private,400535, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,3781,0,40, United-States, <=50K
43, Private,102025, Prof-specialty, Husband, Masters,14, Married-civ-spouse, Other, Male,0,0,50, United-States, <=50K
41, Private,252058, Adm-clerical, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
22, Private,197613, Other-service, Not-in-family, Assoc-voc,11, Never-married, White, Female,0,0,30, United-States, <=50K
44, Private,336906, Adm-clerical, Unmarried, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
28, ?,308493, ?, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,17, Honduras, <=50K
19, Private,118535, Sales, Own-child, 12th,8, Never-married, White, Female,0,0,18, United-States, <=50K
19, Private,249787, Other-service, Other-relative, HS-grad,9, Never-married, Black, Male,0,0,40, United-States, <=50K
19, Private,167149, Sales, Own-child, Some-college,10, Never-married, White, Female,0,0,25, United-States, <=50K
55, Private,196126, Craft-repair, Not-in-family, Bachelors,13, Separated, White, Male,0,0,40, ?, <=50K
39, Federal-gov,209609, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
25, State-gov,176162, Protective-serv, Own-child, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
22, Private,199336, Machine-op-inspct, Own-child, Some-college,10, Never-married, White, Male,0,0,25, United-States, <=50K
31, Private,147284, Prof-specialty, Husband, Doctorate,16, Married-civ-spouse, White, Male,0,1977,99, United-States, >50K
52, Private,176134, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,48, United-States, <=50K
20, Private,130840, Handlers-cleaners, Own-child, 10th,6, Never-married, White, Male,0,0,40, United-States, <=50K
70, Private,280307, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,20, Cuba, <=50K
